   0.0000000e+00   4.6751235e+00
   1.1356507e+00   4.6643487e+00
   2.2266857e+00   4.6598880e+00
   3.5807186e+00   4.6562860e+00
   4.8020018e+00   4.6463250e+00
   5.9419373e+00   4.6513638e+00
   7.1127896e+00   4.6516672e+00
   8.3219183e+00   4.6535617e+00
   9.5147782e+00   4.6586143e+00
   1.0683180e+01   4.6573359e+00
   1.1855747e+01   4.6750324e+00
   1.3130014e+01   4.6769438e+00
   1.4562967e+01   4.6615036e+00
   1.6048461e+01   4.5686005e+00
   1.7350379e+01   4.3997546e+00
   1.8382804e+01   4.0695612e+00
   1.9132345e+01   3.6689332e+00
   1.9570239e+01   3.3085439e+00
   1.9967390e+01   2.9418194e+00
   2.0249798e+01   2.5877144e+00
   2.0427657e+01   2.3316137e+00
   2.0607799e+01   2.1253200e+00
   2.0785690e+01   1.8755440e+00
   2.0990000e+01   1.6067942e+00
   2.1140000e+01   1.3664988e+00
   2.1290000e+01   1.1293625e+00
   2.1420000e+01   8.9696545e-01
   2.1570000e+01   6.0448559e-01
   2.1730000e+01   2.9935332e-01
   2.1860000e+01   0.0000000e+00
