   0.0000000e+00   4.7000000e+00
   1.1255920e+00   4.6842461e+00
   2.4750353e+00   4.6825429e+00
   3.8827745e+00   4.6767842e+00
   5.3013092e+00   4.6758873e+00
   6.6637071e+00   4.6595959e+00
   8.0584916e+00   4.6611317e+00
   9.4467989e+00   4.6472699e+00
   1.0746583e+01   4.6492167e+00
   1.1994548e+01   4.6475198e+00
   1.3138876e+01   4.6328625e+00
   1.4376045e+01   4.6177944e+00
   1.5647761e+01   4.5747647e+00
   1.6805044e+01   4.4652878e+00
   1.7625506e+01   4.2950501e+00
   1.8238694e+01   4.0737687e+00
   1.8652880e+01   3.8788380e+00
   1.9015611e+01   3.6000323e+00
   1.9335684e+01   3.3366271e+00
   1.9620688e+01   3.0448594e+00
   1.9839532e+01   2.7676832e+00
   2.0042490e+01   2.4921289e+00
   2.0323176e+01   2.1679448e+00
   2.0577953e+01   1.8210705e+00
   2.0772274e+01   1.4774417e+00
   2.1027051e+01   1.1094966e+00
   2.1230009e+01   7.8855884e-01
   2.1376831e+01   4.7410789e-01
   2.1508106e+01   2.1476627e-01
   2.1600000e+01   0.0000000e+00
