   0.0000000e+00   4.7237000e+00
   1.1358329e+00   4.7011106e+00
   2.2204051e+00   4.7069257e+00
   3.5821770e+00   4.7041162e+00
   4.7953768e+00   4.7060118e+00
   5.9373262e+00   4.7067030e+00
   7.1016178e+00   4.6975178e+00
   8.3261853e+00   4.6930916e+00
   9.5149584e+00   4.6949808e+00
   1.0508342e+01   4.7015629e+00
   1.1558658e+01   4.6955104e+00
   1.2820656e+01   4.6863505e+00
   1.3870901e+01   4.6660677e+00
   1.5115933e+01   4.5193431e+00
   1.6128606e+01   4.3108934e+00
   1.6859996e+01   4.0264755e+00
   1.7395957e+01   3.7388446e+00
   1.7687173e+01   3.5191398e+00
   1.7991324e+01   3.2804646e+00
   1.8295341e+01   3.0149097e+00
   1.8590099e+01   2.6884781e+00
   1.8784306e+01   2.4450309e+00
   1.8994687e+01   2.1794517e+00
   1.9253796e+01   1.8885868e+00
   1.9422746e+01   1.6419708e+00
   1.9592275e+01   1.3479203e+00
   1.9810548e+01   1.0317463e+00
   2.0000000e+01   7.0923782e-01
   2.0190000e+01   3.7091502e-01
   2.0375000e+01   0.0000000e+00
