   0.0000000e+00   9.4849228e-01
   7.5208691e-01   9.5351170e-01
   1.4494792e+00   9.5509002e-01
   2.1550761e+00   9.4491678e-01
   2.9237190e+00   9.3838657e-01
   3.5455424e+00   9.4159033e-01
   4.2191844e+00   9.4479093e-01
   4.9100994e+00   9.3826547e-01
   5.6096507e+00   9.3822282e-01
   6.3523843e+00   9.3817753e-01
   7.0769813e+00   9.4178023e-01
   7.9449432e+00   9.3848564e-01
   8.6790404e+00   9.2385337e-01
   9.3742735e+00   9.2056931e-01
   1.0069507e+01   9.2174255e-01
   1.0892127e+01   9.2088198e-01
   1.1630543e+01   9.1921612e-01
   1.2409981e+01   9.1997902e-01
   1.3312489e+01   9.1100940e-01
   1.4091927e+01   9.0528896e-01
   1.5033299e+01   9.0766282e-01
   1.5976830e+01   8.7518859e-01
   1.6836155e+01   8.3056323e-01
   1.7574571e+01   7.5920147e-01
   1.8189918e+01   6.6029301e-01
   1.8686513e+01   5.4072615e-01
   1.9053563e+01   4.1670989e-01
   1.9351520e+01   2.7648949e-01
   1.9621410e+01   1.3870205e-01
   1.9835162e+01   0.0000000e+00
