   0.0000000e+00   2.8333209e+00
   9.6564588e-01   2.8202955e+00
   1.9890636e+00   2.8149654e+00
   2.9304353e+00   2.8035621e+00
   3.8329429e+00   2.7986446e+00
   4.6188587e+00   2.8002175e+00
   5.4412299e+00   2.8017882e+00
   6.3048736e+00   2.7952522e+00
   7.2376088e+00   2.7822287e+00
   8.4121642e+00   2.7805362e+00
   9.4917188e+00   2.7756079e+00
   1.0597183e+01   2.7787822e+00
   1.1702647e+01   2.7754731e+00
   1.2937657e+01   2.7624311e+00
   1.4051757e+01   2.7753299e+00
   1.4949947e+01   2.7558251e+00
   1.5735863e+01   2.7233605e+00
   1.6754963e+01   2.6584649e+00
   1.7614289e+01   2.5546791e+00
   1.8264248e+01   2.4006601e+00
   1.8808345e+01   2.1737101e+00
   1.9214259e+01   1.9030059e+00
   1.9602900e+01   1.6472954e+00
   1.9871926e+01   1.4025329e+00
   2.0120225e+01   1.1837051e+00
   2.0323183e+01   9.0652988e-01
   2.0536936e+01   6.3907906e-01
   2.0735000e+01   4.1174575e-01
   2.0875000e+01   2.2900000e-01
   2.1070000e+01   0.0000000e+00
