   0.0000000e+00   1.8756100e+00
   6.4178477e-01   1.8735449e+00
   1.2454382e+00   1.8722925e+00
   1.9460692e+00   1.8730602e+00
   2.8064742e+00   1.8713869e+00
   3.5848330e+00   1.8701238e+00
   4.4031354e+00   1.8603489e+00
   5.3164386e+00   1.8611037e+00
   6.1628094e+00   1.8616599e+00
   7.0674761e+00   1.8583630e+00
   8.0563482e+00   1.8461465e+00
   8.8768097e+00   1.8444756e+00
   9.7318169e+00   1.8468548e+00
   1.0597620e+01   1.8459916e+00
   1.1502286e+01   1.8435051e+00
   1.2369169e+01   1.8489226e+00
   1.3184232e+01   1.8300307e+00
   1.4080263e+01   1.8259240e+00
   1.5110158e+01   1.8177570e+00
   1.5965165e+01   1.7844778e+00
   1.6837446e+01   1.7398516e+00
   1.7651430e+01   1.6433623e+00
   1.8273254e+01   1.5241930e+00
   1.8799489e+01   1.3413048e+00
   1.9256348e+01   1.1224225e+00
   1.9588770e+01   8.8820125e-01
   1.9878529e+01   6.7933774e-01
   2.0070517e+01   4.7448362e-01
   2.0276015e+01   2.6162180e-01
   2.0579995e+01   0.0000000e+00
